               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 470,             0.01171,           0.0065569,           0.0021897,              0.9962,             0.97727,              0.9768,             0.92827,           0.0072646,           0.0029323,           0.0013762,           0.0007138,           0.0007138,           0.0007138
                 471,            0.012249,           0.0068421,           0.0027493,             0.99625,             0.97727,             0.97679,             0.93243,           0.0068927,           0.0028794,           0.0013669,            0.000694,            0.000694,            0.000694
                 472,            0.012833,           0.0067178,           0.0020006,             0.99625,             0.97727,             0.97679,             0.93243,           0.0068927,           0.0028794,           0.0013669,           0.0006742,           0.0006742,           0.0006742
                 473,            0.012349,           0.0063843,           0.0018713,              0.9963,             0.97727,             0.97679,             0.93404,           0.0068458,           0.0028684,           0.0013608,           0.0006544,           0.0006544,           0.0006544
                 474,            0.012336,           0.0060224,           0.0023743,             0.99633,             0.97727,              0.9768,             0.91956,           0.0064972,           0.0028549,           0.0013577,           0.0006346,           0.0006346,           0.0006346
                 475,            0.011333,           0.0060233,           0.0017143,             0.99636,             0.97727,             0.97679,             0.92729,           0.0065198,           0.0028487,           0.0013523,           0.0006148,           0.0006148,           0.0006148
                 476,             0.01383,           0.0057448,           0.0027585,             0.99636,             0.97727,             0.97679,             0.92729,           0.0065198,           0.0028487,           0.0013523,            0.000595,            0.000595,            0.000595
                 477,            0.018118,           0.0067475,           0.0040184,             0.99639,             0.97727,              0.9767,             0.92672,           0.0063644,           0.0028318,           0.0013467,           0.0005752,           0.0005752,           0.0005752
                 478,            0.013843,           0.0061514,            0.002795,             0.99641,             0.97727,             0.97659,             0.94181,           0.0063415,           0.0028257,           0.0013395,           0.0005554,           0.0005554,           0.0005554
                 479,            0.012268,           0.0076026,           0.0024541,             0.99639,             0.97727,             0.97658,             0.94167,           0.0064175,           0.0028432,           0.0013375,           0.0005356,           0.0005356,           0.0005356
                 480,            0.012472,           0.0062088,           0.0030126,             0.99639,             0.97727,             0.97658,             0.94167,           0.0064175,           0.0028432,           0.0013375,           0.0005158,           0.0005158,           0.0005158
                 481,            0.012325,           0.0066104,           0.0032441,             0.99642,             0.97727,             0.97653,             0.93384,            0.006358,           0.0028383,           0.0013285,            0.000496,            0.000496,            0.000496
                 482,            0.012998,           0.0058461,           0.0030162,             0.99646,             0.97727,             0.97653,              0.9276,           0.0061681,           0.0028261,            0.001327,           0.0004762,           0.0004762,           0.0004762
                 483,             0.01378,           0.0063203,           0.0048967,             0.99647,             0.97727,             0.97647,             0.92423,            0.006072,            0.002806,           0.0013223,           0.0004564,           0.0004564,           0.0004564
                 484,            0.012983,           0.0063919,           0.0020818,             0.99647,             0.97727,             0.97647,             0.92423,            0.006072,            0.002806,           0.0013223,           0.0004366,           0.0004366,           0.0004366
                 485,            0.013832,           0.0076268,           0.0035139,             0.99649,             0.97727,             0.97648,             0.92876,           0.0060613,           0.0027984,           0.0013193,           0.0004168,           0.0004168,           0.0004168
                 486,             0.01407,           0.0063694,           0.0045014,              0.9965,             0.97727,             0.97651,             0.93528,           0.0060854,           0.0027925,           0.0013159,            0.000397,            0.000397,            0.000397
                 487,            0.011344,            0.006737,           0.0031883,             0.99654,             0.97727,             0.97648,               0.943,           0.0061273,           0.0027846,           0.0013151,           0.0003772,           0.0003772,           0.0003772
                 488,            0.012665,           0.0063241,           0.0032287,             0.99654,             0.97727,             0.97648,               0.943,           0.0061273,           0.0027846,           0.0013151,           0.0003574,           0.0003574,           0.0003574
                 489,             0.01497,           0.0068309,           0.0031862,             0.99655,             0.97727,             0.97647,             0.93641,           0.0062521,           0.0027895,           0.0013139,           0.0003376,           0.0003376,           0.0003376
                 490,             0.01364,           0.0066611,             0.00327,             0.99659,             0.97727,             0.97648,             0.93617,           0.0062756,           0.0027872,           0.0013147,           0.0003178,           0.0003178,           0.0003178
                 491,            0.013666,           0.0070535,           0.0038725,             0.99664,             0.97727,             0.97649,             0.93523,           0.0062622,           0.0027899,           0.0013127,            0.000298,            0.000298,            0.000298
                 492,             0.01302,           0.0058391,           0.0042277,             0.99664,             0.97727,             0.97649,             0.93523,           0.0062622,           0.0027899,           0.0013127,           0.0002782,           0.0002782,           0.0002782
                 493,            0.012968,           0.0055761,           0.0028681,             0.99666,             0.97727,             0.97646,             0.92861,            0.006231,           0.0027991,           0.0013078,           0.0002584,           0.0002584,           0.0002584
                 494,            0.012332,           0.0054114,           0.0042993,             0.99658,             0.97727,             0.97637,             0.92111,           0.0062921,           0.0028074,           0.0013056,           0.0002386,           0.0002386,           0.0002386
                 495,            0.013655,           0.0061458,           0.0026245,             0.99659,             0.97727,             0.97632,             0.91609,           0.0063215,           0.0028178,           0.0013011,           0.0002188,           0.0002188,           0.0002188
                 496,            0.012523,           0.0067277,           0.0033233,             0.99659,             0.97727,             0.97632,             0.91609,           0.0063215,           0.0028178,           0.0013011,            0.000199,            0.000199,            0.000199
                 497,            0.010993,           0.0056143,           0.0018781,             0.99661,             0.97727,             0.97634,             0.91843,            0.006356,           0.0028241,           0.0012975,           0.0001792,           0.0001792,           0.0001792
                 498,            0.011934,           0.0057969,           0.0057019,              0.9966,             0.97727,             0.97639,             0.92252,           0.0063762,           0.0028276,           0.0012974,           0.0001594,           0.0001594,           0.0001594
                 499,            0.013023,           0.0060789,           0.0031349,             0.99661,             0.97727,             0.97639,              0.9111,           0.0063676,           0.0028356,           0.0012958,           0.0001396,           0.0001396,           0.0001396
